Id,Label,timeset,degree,modularity_class,vote_average0
1037,1037,,0,231,6.0
1038,1038,,2,1568,7.0
1039,1039,,0,232,7.0
1040,1040,,0,233,5.0
1041,1041,,2,542,6.0
1042,1042,,3,949,6.0
1043,1043,,2,497,6.0
1044,1044,,0,234,6.0
1045,1045,,3,1192,6.0
1046,1046,,4,98,6.0
1047,1047,,4,928,6.0
1048,1048,,0,235,7.0
1049,1049,,3,620,6.0
1050,1050,,2,1246,6.0
1051,1051,,2,1192,8.0
1052,1052,,4,909,7.0
1053,1053,,0,236,7.0
1054,1054,,7,949,5.0
1055,1055,,5,1079,7.0
1056,1056,,3,1063,7.0
1057,1057,,1,663,7.0
1058,1058,,3,1195,6.0
1059,1059,,1,505,5.0
1060,1060,,0,237,6.0
1061,1061,,10,25,7.0
1062,1062,,0,238,7.0
1063,1063,,1,1036,7.0
1064,1064,,3,1103,6.0
1065,1065,,1,139,6.0
1066,1066,,0,239,6.0
1067,1067,,0,240,6.0
1068,1068,,3,1079,7.0
1069,1069,,1,241,4.0
1070,1070,,2,242,6.0
1071,1071,,4,668,7.0
1072,1072,,0,243,6.0
1073,1073,,1,1012,6.0
1074,1074,,0,244,6.0
1075,1075,,2,1246,6.0
1076,1076,,1,245,6.0
1077,1077,,1,246,6.0
1078,1078,,5,1192,6.0
1079,1079,,0,247,7.0
1080,1080,,0,248,7.0
1081,1081,,3,1195,7.0
1082,1082,,0,249,6.0
1083,1083,,1,331,5.0
1084,1084,,0,250,5.0
1085,1085,,0,251,6.0
1086,1086,,2,139,5.0
1087,1087,,3,1079,7.0
1088,1088,,1,252,6.0
1089,1089,,1,1166,5.0
1090,1090,,2,1568,6.0
1091,1091,,4,64,7.0
1092,1092,,1,855,7.0
1093,1093,,0,253,6.0
1094,1094,,2,254,6.0
1095,1095,,0,255,7.0
1096,1096,,0,256,5.0
1097,1097,,5,928,6.0
1098,1098,,1,1568,6.0
1099,1099,,1,1166,4.0
1100,1100,,0,257,6.0
1101,1101,,0,258,2.0
1102,1102,,4,949,7.0
1103,1103,,0,259,7.0
1104,1104,,3,505,6.0
1105,1105,,5,505,7.0
1106,1106,,2,1103,6.0
1107,1107,,1,64,6.0
1108,1108,,0,260,7.0
1109,1109,,0,261,6.0
1110,1110,,2,1192,6.0
1111,1111,,0,262,6.0
1112,1112,,2,1568,7.0
1113,1113,,0,263,6.0
1114,1114,,1,264,7.0
1115,1115,,0,265,5.0
1116,1116,,5,1568,7.0
1117,1117,,2,499,7.0
1118,1118,,2,909,6.0
1119,1119,,4,1195,7.0
1120,1120,,0,266,7.0
1121,1121,,1,855,7.0
1122,1122,,4,64,6.0
1123,1123,,2,1195,5.0
1124,1124,,0,267,7.0
1125,1125,,0,268,7.0
1126,1126,,2,668,6.0
1127,1127,,3,1079,6.0
1128,1128,,0,269,7.0
1129,1129,,1,1195,6.0
1130,1130,,0,270,5.0
1131,1131,,0,271,6.0
1132,1132,,0,272,6.0
1133,1133,,1,505,6.0
1134,1134,,1,767,4.0
1135,1135,,0,273,7.0
1136,1136,,2,1071,7.0
1137,1137,,0,274,5.0
1138,1138,,4,499,6.0
1139,1139,,0,275,6.0
1140,1140,,2,323,7.0
1141,1141,,0,276,7.0
1142,1142,,0,277,5.0
1143,1143,,2,98,7.0
1144,1144,,1,1205,5.0
1145,1145,,0,278,8.0
1146,1146,,3,1246,6.0
1147,1147,,7,1079,6.0
1148,1148,,0,279,7.0
1149,1149,,3,1246,7.0
1150,1150,,0,280,7.0
1151,1151,,0,281,6.0
1152,1152,,4,1166,7.0
1153,1153,,1,282,6.0
1154,1154,,0,283,5.0
1155,1155,,8,139,5.0
1156,1156,,8,909,7.0
1157,1157,,1,1195,6.0
1158,1158,,3,1246,7.0
1159,1159,,1,769,7.0
1160,1160,,2,98,7.0
1161,1161,,0,284,7.0
1162,1162,,2,505,6.0
1163,1163,,5,949,5.0
1164,1164,,4,1079,6.0
1165,1165,,4,1166,7.0
1166,1166,,2,1195,6.0
1167,1167,,3,993,7.0
1168,1168,,4,1079,7.0
1169,1169,,0,285,7.0
1170,1170,,9,1012,7.0
1171,1171,,3,1079,5.0
1172,1172,,0,286,7.0
1173,1173,,1,287,7.0
1174,1174,,4,949,6.0
1175,1175,,0,288,7.0
1176,1176,,1,139,7.0
1177,1177,,5,1079,7.0
1178,1178,,5,25,6.0
1179,1179,,4,499,7.0
1180,1180,,0,289,6.0
1181,1181,,3,928,8.0
1182,1182,,1,949,5.0
1183,1183,,7,64,6.0
1184,1184,,0,290,6.0
1185,1185,,1,25,6.0
1186,1186,,0,291,5.0
1187,1187,,0,292,7.0
1188,1188,,1,505,6.0
1189,1189,,4,499,6.0
1190,1190,,5,864,6.0
1191,1191,,2,499,6.0
1192,1192,,1,254,5.0
1193,1193,,0,293,7.0
1194,1194,,3,1568,7.0
1195,1195,,2,1041,7.0
1196,1196,,6,98,8.0
1197,1197,,8,505,6.0
1198,1198,,3,139,6.0
1199,1199,,0,294,7.0
1200,1200,,2,928,6.0
1201,1201,,0,295,6.0
1202,1202,,1,1166,6.0
1203,1203,,0,296,6.0
1204,1204,,1,1079,7.0
1205,1205,,1,1499,6.0
1206,1206,,0,297,7.0
1207,1207,,0,298,6.0
1208,1208,,0,299,7.0
1209,1209,,0,300,7.0
1210,1210,,2,928,6.0
1211,1211,,3,499,7.0
1212,1212,,0,301,6.0
1213,1213,,0,302,5.0
1214,1214,,0,303,5.0
1215,1215,,2,1162,6.0
1216,1216,,0,304,6.0
1217,1217,,16,855,7.0
1218,1218,,1,499,5.0
1219,1219,,5,1079,6.0
1220,1220,,5,499,6.0
1221,1221,,0,305,7.0
1222,1222,,3,505,5.0
1223,1223,,0,306,5.0
1224,1224,,0,307,6.0
1225,1225,,3,1195,5.0
1226,1226,,0,308,7.0
1227,1227,,0,309,6.0
1228,1228,,0,310,6.0
1229,1229,,5,1246,6.0
1230,1230,,0,311,5.0
1231,1231,,0,312,7.0
1232,1232,,4,505,6.0
1233,1233,,3,1192,6.0
1234,1234,,0,313,6.0
1235,1235,,1,314,7.0
1236,1236,,0,315,5.0
1237,1237,,0,316,5.0
1238,1238,,1,1166,5.0
1239,1239,,0,317,5.0
1240,1240,,2,928,6.0
1241,1241,,2,993,6.0
1242,1242,,0,318,5.0
1243,1243,,4,505,7.0
1244,1244,,1,864,6.0
1245,1245,,0,319,7.0
1246,1246,,2,993,7.0
1247,1247,,1,1195,6.0
1248,1248,,2,1079,6.0
1249,1249,,2,1246,5.0
1250,1250,,3,909,6.0
1251,1251,,0,320,5.0
1252,1252,,1,1171,7.0
1253,1253,,10,993,6.0
1254,1254,,3,1103,5.0
1255,1255,,0,321,7.0
1256,1256,,1,1195,4.0
1257,1257,,5,505,8.0
1258,1258,,1,536,6.0
1259,1259,,0,322,6.0
1260,1260,,2,323,8.0
1261,1261,,0,324,6.0
1262,1262,,1,325,6.0
1263,1263,,3,505,7.0
1264,1264,,1,1568,6.0
1265,1265,,1,1063,3.0
1266,1266,,0,326,6.0
1267,1267,,3,505,6.0
1268,1268,,1,949,6.0
1269,1269,,0,327,5.0
1270,1270,,0,328,4.0
1271,1271,,0,329,7.0
1272,1272,,1,928,6.0
1273,1273,,0,330,5.0
1274,1274,,2,744,5.0
1275,1275,,1,331,7.0
1276,1276,,1,332,6.0
1277,1277,,4,1166,5.0
1278,1278,,0,333,6.0
1279,1279,,2,855,5.0
1280,1280,,0,334,7.0
1281,1281,,0,335,6.0
1282,1282,,0,336,7.0
1283,1283,,3,1134,7.0
1284,1284,,1,1059,6.0
1285,1285,,0,337,4.0
1286,1286,,4,1246,7.0
1287,1287,,0,338,7.0
1288,1288,,2,505,6.0
1289,1289,,0,339,7.0
1290,1290,,0,340,8.0
1291,1291,,0,341,7.0
1292,1292,,1,25,6.0
1293,1293,,3,668,7.0
1294,1294,,0,342,7.0
1295,1295,,0,343,5.0
1296,1296,,3,189,5.0
1297,1297,,1,505,6.0
1298,1298,,1,1071,7.0
1299,1299,,1,591,6.0
1300,1300,,0,344,6.0
1301,1301,,2,1096,6.0
1302,1302,,9,139,5.0
1303,1303,,10,345,6.0
1304,1304,,4,1071,6.0
1305,1305,,0,346,7.0
1306,1306,,0,347,7.0
1307,1307,,3,909,7.0
1308,1308,,0,348,6.0
1309,1309,,2,1166,6.0
1310,1310,,3,349,5.0
1311,1311,,1,1246,6.0
1312,1312,,3,1166,6.0
1313,1313,,2,25,6.0
1314,1314,,1,350,6.0
1315,1315,,0,351,6.0
1316,1316,,0,352,7.0
1317,1317,,0,353,6.0
1318,1318,,1,354,8.0
1319,1319,,2,25,6.0
1320,1320,,1,355,6.0
1321,1321,,0,356,5.0
1322,1322,,1,797,6.0
1323,1323,,3,1079,7.0
1324,1324,,0,357,4.0
1325,1325,,2,1162,7.0
1326,1326,,1,1568,6.0
1327,1327,,1,909,7.0
1328,1328,,0,358,7.0
1329,1329,,1,64,6.0
1330,1330,,15,64,7.0
1331,1331,,0,359,6.0
1332,1332,,0,360,8.0
1333,1333,,7,1012,8.0
1334,1334,,4,1079,5.0
1335,1335,,0,361,6.0
1336,1336,,4,1079,7.0
1337,1337,,3,122,6.0
1338,1338,,4,98,7.0
1339,1339,,2,1499,6.0
1340,1340,,7,505,7.0
1341,1341,,1,493,5.0
1342,1342,,1,161,7.0
1343,1343,,2,1195,6.0
1344,1344,,1,1268,6.0
1345,1345,,3,1079,7.0
1346,1346,,0,362,5.0
1347,1347,,0,363,6.0
1348,1348,,4,98,5.0
1349,1349,,5,1568,6.0
1350,1350,,1,364,6.0
1351,1351,,1,928,6.0
1352,1352,,0,365,8.0
1353,1353,,1,366,5.0
1354,1354,,1,1103,5.0
1355,1355,,3,1195,5.0
1356,1356,,4,1079,7.0
1357,1357,,0,367,7.0
1358,1358,,6,1103,6.0
1359,1359,,3,139,7.0
1360,1360,,1,139,6.0
1361,1361,,3,368,6.0
1362,1362,,1,635,7.0
1363,1363,,8,139,6.0
1364,1364,,10,505,7.0
1365,1365,,1,928,7.0
1366,1366,,4,1079,7.0
1367,1367,,7,1027,6.0
1368,1368,,4,505,6.0
1369,1369,,0,369,7.0
1370,1370,,2,499,7.0
1371,1371,,0,370,6.0
1372,1372,,0,371,6.0
1373,1373,,2,505,7.0
1374,1374,,1,909,8.0
1375,1375,,1,314,6.0
1376,1376,,0,372,6.0
1377,1377,,3,499,6.0
1378,1378,,2,1452,7.0
1379,1379,,1,373,6.0
1380,1380,,1,1103,6.0
1381,1381,,1,1012,7.0
1382,1382,,1,374,6.0
1383,1383,,0,375,7.0
1384,1384,,2,505,7.0
1385,1385,,7,499,6.0
1386,1386,,0,376,7.0
1387,1387,,2,1162,7.0
1388,1388,,4,499,6.0
1389,1389,,2,1079,5.0
1390,1390,,3,1192,6.0
1391,1391,,0,377,5.0
1392,1392,,6,668,5.0
1393,1393,,0,378,6.0
1394,1394,,2,25,7.0
1395,1395,,1,242,6.0
1396,1396,,1,1232,7.0
1397,1397,,0,379,6.0
1398,1398,,3,1246,5.0
1399,1399,,3,949,7.0
1400,1400,,0,380,6.0
1401,1401,,1,448,6.0
1402,1402,,0,381,5.0
1403,1403,,0,382,7.0
1404,1404,,0,383,4.0
1405,1405,,1,855,8.0
1406,1406,,0,384,6.0
1407,1407,,0,385,6.0
1408,1408,,4,64,7.0
1409,1409,,2,1189,6.0
1410,1410,,0,386,6.0
1411,1411,,0,387,5.0
1412,1412,,0,388,6.0
1413,1413,,0,389,6.0
1414,1414,,2,949,6.0
1415,1415,,0,390,6.0
1416,1416,,7,64,6.0
1417,1417,,3,1568,5.0
1418,1418,,0,391,6.0
1419,1419,,1,1890,6.0
1420,1420,,3,1246,6.0
1421,1421,,3,1166,6.0
1422,1422,,2,1079,6.0
1423,1423,,1,499,6.0
1424,1424,,2,1192,7.0
1425,1425,,1,682,6.0
1426,1426,,7,855,5.0
1427,1427,,2,1166,7.0
1428,1428,,3,98,5.0
1429,1429,,0,392,6.0
1430,1430,,1,1246,5.0
1431,1431,,0,393,6.0
1432,1432,,0,394,5.0
1433,1433,,1,499,7.0
1434,1434,,0,395,6.0
1435,1435,,1,928,6.0
1436,1436,,1,1273,5.0
1437,1437,,0,396,5.0
1438,1438,,0,397,6.0
1439,1439,,2,98,6.0
1440,1440,,1,949,6.0
1441,1441,,2,1195,7.0
1442,1442,,6,25,6.0
1443,1443,,1,1079,6.0
1444,1444,,2,855,7.0
1445,1445,,0,398,5.0
1446,1446,,1,993,7.0
1447,1447,,0,399,5.0
1448,1448,,2,949,6.0
1449,1449,,2,98,5.0
1450,1450,,0,400,6.0
1451,1451,,2,1166,5.0
1452,1452,,1,928,7.0
1453,1453,,0,401,5.0
1454,1454,,2,25,7.0
1455,1455,,1,769,7.0
1456,1456,,1,620,8.0
1457,1457,,3,855,7.0
1458,1458,,1,909,6.0
1459,1459,,0,402,7.0
1460,1460,,0,403,7.0
1461,1461,,1,499,7.0
1462,1462,,0,404,7.0
1463,1463,,2,1568,6.0
1464,1464,,0,405,0.0
1465,1465,,1,406,7.0
1466,1466,,0,407,5.0
1467,1467,,0,408,7.0
1468,1468,,2,1192,7.0
1469,1469,,2,409,5.0
1470,1470,,0,410,5.0
1471,1471,,0,411,8.0
1472,1472,,0,412,7.0
1473,1473,,0,413,5.0
1474,1474,,1,1134,5.0
1475,1475,,4,64,5.0
1476,1476,,0,414,7.0
1477,1477,,2,505,7.0
1478,1478,,3,909,7.0
1479,1479,,2,1103,5.0
1480,1480,,3,949,6.0
1481,1481,,0,415,6.0
1482,1482,,0,416,5.0
1483,1483,,1,459,7.0
1484,1484,,1,160,5.0
1485,1485,,0,417,5.0
1486,1486,,2,1079,6.0
1487,1487,,0,418,7.0
1488,1488,,0,419,6.0
1489,1489,,1,64,6.0
1490,1490,,5,620,8.0
1491,1491,,1,420,6.0
1492,1492,,2,1041,7.0
1493,1493,,6,499,5.0
1494,1494,,3,499,6.0
1495,1495,,3,1568,6.0
1496,1496,,0,421,5.0
1497,1497,,1,505,7.0
1498,1498,,0,422,6.0
1499,1499,,3,505,7.0
1500,1500,,14,499,6.0
1501,1501,,0,423,6.0
1502,1502,,2,505,7.0
1503,1503,,5,993,6.0
1504,1504,,5,1195,6.0
1505,1505,,0,424,5.0
1506,1506,,1,98,7.0
1507,1507,,0,425,7.0
1508,1508,,1,928,6.0
1509,1509,,0,426,7.0
1510,1510,,4,1024,6.0
1511,1511,,2,1195,6.0
1512,1512,,3,993,7.0
1513,1513,,2,1088,6.0
1514,1514,,1,928,6.0
1515,1515,,0,427,6.0
1516,1516,,3,993,7.0
1517,1517,,0,428,6.0
1518,1518,,0,429,4.0
1519,1519,,0,430,5.0
1520,1520,,7,949,5.0
1521,1521,,0,431,7.0
1522,1522,,7,909,7.0
1523,1523,,4,505,6.0
1524,1524,,0,432,5.0
1525,1525,,3,1195,8.0
1526,1526,,10,909,6.0
1527,1527,,0,433,7.0
1528,1528,,4,928,6.0
1529,1529,,1,98,7.0
1530,1530,,2,434,7.0
1531,1531,,8,1036,6.0
1532,1532,,10,505,8.0
1533,1533,,2,1079,6.0
1534,1534,,0,435,6.0
1535,1535,,0,436,7.0
1536,1536,,2,909,6.0
1537,1537,,7,64,6.0
1538,1538,,1,949,7.0
1539,1539,,16,668,6.0
1540,1540,,6,1025,6.0
1541,1541,,2,1166,8.0
1542,1542,,6,1079,7.0
1543,1543,,1,437,7.0
1544,1544,,0,438,6.0
1545,1545,,1,1268,7.0
1546,1546,,0,439,7.0
1547,1547,,0,440,7.0
1548,1548,,9,505,6.0
1549,1549,,1,1079,7.0
1550,1550,,0,441,6.0
1551,1551,,4,1192,7.0
1552,1552,,3,1195,7.0
1553,1553,,2,1103,8.0
1554,1554,,0,442,7.0
1555,1555,,1,505,7.0
1556,1556,,1,864,8.0
1557,1557,,1,1568,8.0
1558,1558,,3,993,6.0
1559,1559,,0,443,8.0
1560,1560,,0,444,6.0
1561,1561,,1,864,6.0
1562,1562,,2,1103,6.0
1563,1563,,2,505,6.0
1564,1564,,2,64,7.0
1565,1565,,6,64,7.0
1566,1566,,0,445,7.0
1567,1567,,0,446,6.0
1568,1568,,2,1079,7.0
1569,1569,,7,1063,5.0
1570,1570,,2,779,6.0
1571,1571,,2,1012,6.0
1572,1572,,2,1246,6.0
1573,1573,,4,1246,7.0
1574,1574,,4,505,6.0
1575,1575,,0,447,6.0
1576,1576,,1,448,6.0
1577,1577,,2,1079,5.0
1578,1578,,3,499,6.0
1579,1579,,0,449,7.0
1580,1580,,1,1195,6.0
1581,1581,,1,25,7.0
1582,1582,,0,450,6.0
1583,1583,,7,1027,6.0
1584,1584,,1,505,6.0
1585,1585,,1,621,6.0
1586,1586,,0,451,6.0
1587,1587,,1,1041,7.0
1588,1588,,0,452,7.0
1589,1589,,0,453,5.0
1590,1590,,2,928,7.0
1591,1591,,0,454,7.0
1592,1592,,1,664,6.0
1593,1593,,0,455,5.0
1594,1594,,7,25,7.0
1595,1595,,0,456,7.0
1596,1596,,3,499,7.0
1597,1597,,2,505,7.0
1598,1598,,0,457,6.0
1599,1599,,0,458,7.0
1600,1600,,1,1568,7.0
1601,1601,,1,459,7.0
1602,1602,,1,499,6.0
1603,1603,,2,1246,7.0
1604,1604,,0,460,6.0
1605,1605,,0,461,7.0
1606,1606,,2,1025,4.0
1607,1607,,1,1575,7.0
1608,1608,,1,775,6.0
1609,1609,,2,1134,7.0
1610,1610,,1,25,7.0
1611,1611,,1,665,4.0
1612,1612,,3,139,6.0
1613,1613,,0,462,6.0
1614,1614,,0,463,7.0
1615,1615,,0,464,7.0
1616,1616,,4,928,5.0
1617,1617,,3,779,7.0
1618,1618,,0,465,6.0
1619,1619,,0,466,6.0
1620,1620,,0,467,7.0
1621,1621,,1,988,4.0
1622,1622,,1,1096,6.0
1623,1623,,1,545,6.0
1624,1624,,3,25,6.0
1625,1625,,1,139,5.0
1626,1626,,1,1096,5.0
1627,1627,,0,468,6.0
1628,1628,,0,469,6.0
1629,1629,,0,470,5.0
1630,1630,,3,1079,6.0
1631,1631,,0,471,5.0
1632,1632,,2,139,7.0
1633,1633,,0,472,5.0
1634,1634,,3,1195,6.0
1635,1635,,0,473,6.0
1636,1636,,0,474,5.0
1637,1637,,0,475,5.0
1638,1638,,2,25,7.0
1639,1639,,1,1195,6.0
1640,1640,,4,505,7.0
1641,1641,,4,1079,6.0
1642,1642,,0,476,6.0
1643,1643,,0,477,5.0
1644,1644,,2,1246,6.0
1645,1645,,3,993,5.0
1646,1646,,0,478,5.0
1647,1647,,1,98,7.0
1648,1648,,3,499,6.0
1649,1649,,3,1166,6.0
1650,1650,,4,1166,4.0
1651,1651,,3,1041,5.0
1652,1652,,1,479,3.0
1653,1653,,2,1192,6.0
1654,1654,,0,480,5.0
1655,1655,,1,1192,6.0
1656,1656,,7,1166,5.0
1657,1657,,1,481,7.0
1658,1658,,3,1166,6.0
1659,1659,,3,505,7.0
1660,1660,,0,482,6.0
1661,1661,,0,483,6.0
1662,1662,,2,1079,7.0
1663,1663,,4,993,8.0
1664,1664,,1,993,6.0
1665,1665,,0,484,7.0
1666,1666,,0,485,6.0
1667,1667,,0,486,5.0
1668,1668,,1,1115,6.0
1669,1669,,0,487,5.0
1670,1670,,0,488,5.0
1671,1671,,8,64,7.0
1672,1672,,2,489,5.0
1673,1673,,1,866,6.0
1674,1674,,1,864,5.0
1675,1675,,0,490,6.0
1676,1676,,0,491,6.0
1677,1677,,1,64,7.0
1678,1678,,0,492,3.0
1679,1679,,2,25,6.0
1680,1680,,1,493,6.0
1681,1681,,2,1166,7.0
1682,1682,,26,499,6.0
1683,1683,,2,827,7.0
1684,1684,,2,499,7.0
1685,1685,,1,1079,6.0
1686,1686,,4,855,6.0
1687,1687,,3,909,7.0
1688,1688,,18,64,7.0
1689,1689,,0,494,5.0
1690,1690,,2,505,6.0
1691,1691,,1,25,7.0
1692,1692,,1,98,6.0
1693,1693,,1,1245,5.0
1694,1694,,1,1134,7.0
1695,1695,,2,671,7.0
1696,1696,,0,495,8.0
1697,1697,,0,496,7.0
1698,1698,,3,1103,6.0
1699,1699,,4,1079,6.0
1700,1700,,1,497,7.0
1701,1701,,10,139,6.0
1702,1702,,2,498,8.0
1703,1703,,7,499,6.0
1704,1704,,3,1246,7.0
1705,1705,,2,1012,6.0
1706,1706,,0,500,7.0
1707,1707,,1,1160,7.0
1708,1708,,0,501,6.0
1709,1709,,0,502,7.0
1710,1710,,22,505,7.0
1711,1711,,3,909,7.0
1712,1712,,3,1268,6.0
1713,1713,,0,503,6.0
1714,1714,,1,909,7.0
1715,1715,,0,504,6.0
1716,1716,,13,505,6.0
1717,1717,,0,506,7.0
1718,1718,,0,507,6.0
1719,1719,,1,1079,6.0
1720,1720,,3,499,7.0
1721,1721,,1,499,6.0
1722,1722,,0,508,5.0
1723,1723,,0,509,6.0
1724,1724,,5,928,8.0
1725,1725,,1,1166,8.0
1726,1726,,3,139,7.0
1727,1727,,0,510,6.0
1728,1728,,4,909,7.0
1729,1729,,2,1012,5.0
1730,1730,,0,511,7.0
1731,1731,,1,505,6.0
1732,1732,,0,512,6.0
1733,1733,,2,864,6.0
1734,1734,,0,513,6.0
1735,1735,,1,1246,5.0
1736,1736,,1,514,6.0
1737,1737,,0,515,6.0
1738,1738,,0,516,7.0
1739,1739,,1,855,6.0
1740,1740,,2,499,6.0
1741,1741,,0,517,6.0
1742,1742,,0,518,6.0
1743,1743,,3,1036,6.0
1744,1744,,10,499,6.0
1745,1745,,3,1166,7.0
1746,1746,,1,1499,6.0
1747,1747,,0,519,7.0
1748,1748,,3,855,7.0
1749,1749,,0,520,6.0
1750,1750,,7,1027,7.0
1751,1751,,0,521,6.0
1752,1752,,7,1079,6.0
1753,1753,,1,1024,8.0
1754,1754,,1,559,6.0
1755,1755,,2,505,7.0
1756,1756,,0,522,7.0
1757,1757,,0,523,6.0
1758,1758,,4,993,7.0
1759,1759,,3,1568,7.0
1760,1760,,0,524,6.0
1761,1761,,0,525,7.0
1762,1762,,1,1166,7.0
1763,1763,,3,928,7.0
1764,1764,,0,526,7.0
1765,1765,,2,1195,6.0
1766,1766,,1,556,6.0
1767,1767,,2,993,6.0
1768,1768,,10,909,7.0
1769,1769,,9,139,4.0
1770,1770,,4,64,7.0
1771,1771,,1,527,6.0
1772,1772,,1,1036,6.0
1773,1773,,1,993,6.0
1774,1774,,10,993,5.0
1775,1775,,1,528,6.0
1776,1776,,0,529,7.0
1777,1777,,1,349,5.0
1778,1778,,0,530,6.0
1779,1779,,16,499,6.0
1780,1780,,10,855,7.0
1781,1781,,1,1246,6.0
1782,1782,,1,531,6.0
1783,1783,,7,499,7.0
1784,1784,,0,532,7.0
1785,1785,,2,1246,7.0
1786,1786,,3,909,6.0
1787,1787,,3,1195,7.0
1788,1788,,0,533,6.0
1789,1789,,1,1499,6.0
1790,1790,,3,1012,7.0
1791,1791,,2,64,5.0
1792,1792,,2,1246,6.0
1793,1793,,3,928,6.0
1794,1794,,0,534,5.0
1795,1795,,0,535,7.0
1796,1796,,1,928,7.0
1797,1797,,1,556,5.0
1798,1798,,4,1195,6.0
1799,1799,,1,536,6.0
1800,1800,,1,855,6.0
1801,1801,,1,1216,5.0
1802,1802,,0,537,5.0
1803,1803,,2,1103,6.0
1804,1804,,1,505,6.0
1805,1805,,1,1166,7.0
1806,1806,,1,538,4.0
1807,1807,,1,1261,5.0
1808,1808,,2,25,6.0
1809,1809,,1,139,7.0
1810,1810,,0,539,7.0
1811,1811,,1,139,7.0
1812,1812,,1,540,8.0
1813,1813,,0,541,8.0
1814,1814,,5,1012,6.0
1815,1815,,2,542,7.0
1816,1816,,0,543,7.0
1817,1817,,0,544,6.0
1818,1818,,2,139,8.0
1819,1819,,2,545,8.0
1820,1820,,2,722,6.0
1821,1821,,7,1166,5.0
1822,1822,,0,546,5.0
1823,1823,,0,547,6.0
1824,1824,,0,548,5.0
1825,1825,,2,505,6.0
1826,1826,,1,499,6.0
1827,1827,,1,655,6.0
1828,1828,,1,505,8.0
1829,1829,,3,928,8.0
1830,1830,,3,949,6.0
1831,1831,,4,855,7.0
1832,1832,,3,25,7.0
1833,1833,,4,1063,5.0
1834,1834,,0,549,6.0
1835,1835,,1,499,6.0
1836,1836,,6,505,7.0
1837,1837,,5,1103,6.0
1838,1838,,0,550,7.0
1839,1839,,2,551,6.0
1840,1840,,0,552,7.0
1841,1841,,0,553,7.0
1842,1842,,2,25,7.0
1843,1843,,0,554,7.0
1844,1844,,0,555,6.0
1845,1845,,5,1195,6.0
1846,1846,,14,505,7.0
1847,1847,,6,993,8.0
1848,1848,,3,556,5.0
1849,1849,,6,855,6.0
1850,1850,,0,557,8.0
1851,1851,,2,1568,6.0
1852,1852,,1,1162,7.0
1853,1853,,3,1246,6.0
1854,1854,,0,558,6.0
1855,1855,,1,993,8.0
1856,1856,,1,671,6.0
1857,1857,,2,1103,6.0
1858,1858,,1,40,6.0
1859,1859,,1,559,6.0
1860,1860,,0,560,6.0
1861,1861,,1,1096,6.0
1862,1862,,0,561,5.0
1863,1863,,0,562,7.0
1864,1864,,0,563,6.0
1865,1865,,1,855,6.0
1866,1866,,0,564,6.0
1867,1867,,0,565,6.0
1868,1868,,3,1103,6.0
1869,1869,,1,566,7.0
1870,1870,,2,1162,6.0
1871,1871,,0,567,6.0
1872,1872,,0,568,5.0
1873,1873,,6,25,6.0
1874,1874,,1,993,7.0
1875,1875,,2,25,7.0
1876,1876,,2,1245,6.0
1877,1877,,2,1568,7.0
1878,1878,,0,569,5.0
1879,1879,,0,570,5.0
1880,1880,,6,949,5.0
1881,1881,,4,1079,9.0
1882,1882,,3,1261,5.0
1883,1883,,4,98,7.0
1884,1884,,1,1012,6.0
1885,1885,,7,1192,7.0
1886,1886,,2,1166,6.0
1887,1887,,0,571,7.0
1888,1888,,0,572,7.0
1889,1889,,3,98,7.0
1890,1890,,0,573,6.0
1891,1891,,2,64,7.0
1892,1892,,2,993,6.0
1893,1893,,0,574,5.0
1894,1894,,2,1103,6.0
1895,1895,,4,1079,7.0
1896,1896,,0,575,7.0
1897,1897,,1,576,5.0
1898,1898,,0,577,5.0
1899,1899,,1,1166,5.0
1900,1900,,0,578,5.0
1901,1901,,0,579,7.0
1902,1902,,5,1012,5.0
1903,1903,,0,580,6.0
1904,1904,,0,581,4.0
1905,1905,,0,582,5.0
1906,1906,,2,1012,6.0
1907,1907,,1,1516,5.0
1908,1908,,0,583,4.0
1909,1909,,0,584,7.0
1910,1910,,8,1195,6.0
1911,1911,,0,585,5.0
1912,1912,,0,586,7.0
1913,1913,,0,587,7.0
1914,1914,,0,588,6.0
1915,1915,,1,499,6.0
1916,1916,,0,589,7.0
1917,1917,,1,590,6.0
1918,1918,,3,1162,7.0
1919,1919,,1,98,6.0
1920,1920,,2,928,8.0
1921,1921,,9,1041,7.0
1922,1922,,3,505,7.0
1923,1923,,1,64,6.0
1924,1924,,1,591,5.0
1925,1925,,1,499,6.0
1926,1926,,0,592,6.0
1927,1927,,0,593,5.0
1928,1928,,2,499,6.0
1929,1929,,4,864,6.0
1930,1930,,0,594,6.0
1931,1931,,1,595,7.0
1932,1932,,0,596,5.0
1933,1933,,0,597,6.0
1934,1934,,0,598,5.0
1935,1935,,0,599,7.0
1936,1936,,1,926,6.0
1937,1937,,0,600,5.0
1938,1938,,1,1012,6.0
1939,1939,,2,499,4.0
1940,1940,,0,601,7.0
1941,1941,,0,602,6.0
1942,1942,,0,603,6.0
1943,1943,,1,1079,6.0
1944,1944,,3,604,7.0
1945,1945,,0,605,8.0
1946,1946,,4,1166,6.0
1947,1947,,1,855,6.0
1948,1948,,0,606,7.0
1949,1949,,0,607,6.0
1950,1950,,0,608,4.0
1951,1951,,0,609,6.0
1952,1952,,5,98,5.0
