Id,Label,timeset,degree,modularity_class,vote_average0
4375,4375,,1,1322,7.0
4376,4376,,0,1323,6.0
4377,4377,,0,1324,7.0
4378,4378,,0,1325,7.0
4379,4379,,1,1564,8.0
4380,4380,,0,1326,6.0
4381,4381,,0,1327,8.0
4382,4382,,0,1328,7.0
4383,4383,,0,1329,5.0
4384,4384,,0,1330,3.0
4385,4385,,1,220,4.0
4386,4386,,0,1331,7.0
4387,4387,,0,1332,6.0
4388,4388,,0,1333,5.0
4389,4389,,0,1334,3.0
4390,4390,,1,1397,6.0
4391,4391,,0,1335,6.0
4392,4392,,2,130,6.0
4393,4393,,0,1336,5.0
4394,4394,,0,1337,6.0
4395,4395,,1,160,6.0
4396,4396,,0,1338,4.0
4397,4397,,0,1339,6.0
4398,4398,,0,1340,5.0
4399,4399,,0,1341,7.0
4400,4400,,1,1342,0.0
4401,4401,,1,1342,5.0
4402,4402,,0,1343,3.0
4403,4403,,0,1344,8.0
4404,4404,,0,1345,6.0
4405,4405,,0,1346,8.0
4406,4406,,0,1347,6.0
4407,4407,,0,1348,5.0
4408,4408,,0,1349,5.0
4409,4409,,0,1350,4.0
4410,4410,,1,224,6.0
4411,4411,,0,1351,6.0
4412,4412,,0,1352,6.0
4413,4413,,0,1353,5.0
4414,4414,,0,1354,5.0
4415,4415,,1,1358,5.0
4416,4416,,0,1355,8.0
4417,4417,,0,1356,6.0
4418,4418,,0,1357,5.0
4419,4419,,1,1358,3.0
4420,4420,,0,1359,5.0
4421,4421,,0,1360,6.0
4422,4422,,0,1361,5.0
4423,4423,,0,1362,7.0
4424,4424,,0,1363,4.0
4425,4425,,0,1364,4.0
4426,4426,,0,1365,4.0
4427,4427,,0,1366,7.0
4428,4428,,0,1367,6.0
4429,4429,,0,1368,6.0
4430,4430,,1,1553,5.0
4431,4431,,0,1369,7.0
4432,4432,,0,1370,8.0
4433,4433,,2,509,5.0
4434,4434,,0,1371,7.0
4435,4435,,0,1372,5.0
4436,4436,,2,199,7.0
4437,4437,,2,267,6.0
4438,4438,,0,1373,7.0
4439,4439,,3,422,7.0
4440,4440,,1,1374,6.0
4441,4441,,0,1375,7.0
4442,4442,,2,509,7.0
4443,4443,,1,1448,7.0
4444,4444,,0,1376,0.0
4445,4445,,0,1377,5.0
4446,4446,,0,1378,6.0
4447,4447,,0,1379,6.0
4448,4448,,0,1380,5.0
4449,4449,,1,1381,7.0
4450,4450,,7,267,5.0
4451,4451,,0,1382,2.0
4452,4452,,0,1383,8.0
4453,4453,,0,1384,7.0
4454,4454,,1,1047,7.0
4455,4455,,1,1385,6.0
4456,4456,,2,187,8.0
4457,4457,,0,1386,8.0
4458,4458,,0,1387,0.0
4459,4459,,0,1388,8.0
4460,4460,,3,134,6.0
4461,4461,,0,1389,7.0
4462,4462,,0,1390,0.0
4463,4463,,0,1391,4.0
4464,4464,,1,102,6.0
4465,4465,,0,1392,7.0
4466,4466,,0,1393,6.0
4467,4467,,0,1394,7.0
4468,4468,,1,325,8.0
4469,4469,,0,1395,7.0
4470,4470,,1,3,7.0
4471,4471,,6,225,8.0
4472,4472,,0,1396,6.0
4473,4473,,2,1397,5.0
4474,4474,,2,493,8.0
4475,4475,,2,509,6.0
4476,4476,,1,229,5.0
4477,4477,,3,222,6.0
4478,4478,,0,1398,4.0
4479,4479,,5,493,8.0
4480,4480,,1,1399,8.0
4481,4481,,0,1400,6.0
4482,4482,,1,1401,7.0
4483,4483,,0,1402,7.0
4484,4484,,0,1403,6.0
4485,4485,,0,1404,7.0
4486,4486,,0,1405,0.0
4487,4487,,0,1406,0.0
4488,4488,,0,1407,5.0
4489,4489,,1,1408,5.0
4490,4490,,0,1409,6.0
4491,4491,,0,1410,0.0
4492,4492,,0,1411,6.0
4493,4493,,0,1412,5.0
4494,4494,,1,1413,5.0
4495,4495,,0,1414,7.0
4496,4496,,0,1415,6.0
4497,4497,,0,1416,7.0
4498,4498,,1,1417,6.0
4499,4499,,2,1418,6.0
4500,4500,,0,1419,0.0
4501,4501,,0,1420,6.0
4502,4502,,0,1421,3.0
4503,4503,,0,1422,5.0
4504,4504,,0,1423,0.0
4505,4505,,0,1424,6.0
4506,4506,,0,1425,5.0
4507,4507,,2,224,7.0
4508,4508,,0,1426,0.0
4509,4509,,0,1427,5.0
4510,4510,,0,1428,6.0
4511,4511,,3,1629,7.0
4512,4512,,1,1504,4.0
4513,4513,,0,1429,6.0
4514,4514,,2,325,5.0
4515,4515,,0,1430,6.0
4516,4516,,0,1431,6.0
4517,4517,,0,1432,7.0
4518,4518,,4,425,7.0
4519,4519,,0,1433,6.0
4520,4520,,0,1434,7.0
4521,4521,,0,1435,8.0
4522,4522,,1,1438,8.0
4523,4523,,0,1436,6.0
4524,4524,,0,1437,7.0
4525,4525,,1,1522,6.0
4526,4526,,1,1438,5.0
4527,4527,,4,1181,7.0
4528,4528,,4,229,7.0
4529,4529,,1,1439,5.0
4530,4530,,0,1440,4.0
4531,4531,,0,1441,5.0
4532,4532,,1,1442,6.0
4533,4533,,1,1600,6.0
4534,4534,,0,1443,7.0
4535,4535,,0,1444,8.0
4536,4536,,0,1445,7.0
4537,4537,,0,1446,5.0
4538,4538,,4,351,5.0
4539,4539,,0,1447,6.0
4540,4540,,1,1448,4.0
4541,4541,,0,1449,6.0
4542,4542,,0,1450,6.0
4543,4543,,0,1451,4.0
4544,4544,,0,1452,5.0
4545,4545,,0,1453,5.0
4546,4546,,1,1454,7.0
4547,4547,,0,1455,7.0
4548,4548,,4,227,5.0
4549,4549,,26,220,6.0
4550,4550,,0,1456,0.0
4551,4551,,1,199,7.0
4552,4552,,0,1457,4.0
4553,4553,,0,1458,0.0
4554,4554,,0,1459,3.0
4555,4555,,0,1460,7.0
4556,4556,,0,1461,0.0
4557,4557,,0,1462,5.0
4558,4558,,4,560,6.0
4559,4559,,0,1463,0.0
4560,4560,,1,1535,6.0
4561,4561,,0,1464,5.0
4562,4562,,0,1465,2.0
4563,4563,,0,1466,6.0
4564,4564,,1,761,4.0
4565,4565,,4,180,7.0
4566,4566,,4,180,2.0
4567,4567,,0,1467,6.0
4568,4568,,0,1468,6.0
4569,4569,,0,1469,0.0
4570,4570,,0,1470,6.0
4571,4571,,0,1471,8.0
4572,4572,,1,1472,7.0
4573,4573,,0,1473,7.0
4574,4574,,0,1474,4.0
4575,4575,,2,699,7.0
4576,4576,,1,1475,7.0
4577,4577,,1,1476,6.0
4578,4578,,1,1477,7.0
4579,4579,,1,308,8.0
4580,4580,,1,361,7.0
4581,4581,,0,1478,1.0
4582,4582,,0,1479,8.0
4583,4583,,0,1480,4.0
4584,4584,,0,1481,5.0
4585,4585,,0,1482,7.0
4586,4586,,25,220,6.0
4587,4587,,0,1483,6.0
4588,4588,,9,425,7.0
4589,4589,,9,425,0.0
4590,4590,,0,1484,6.0
4591,4591,,0,1485,8.0
4592,4592,,0,1486,7.0
4593,4593,,0,1487,6.0
4594,4594,,0,1488,5.0
4595,4595,,7,293,7.0
4596,4596,,0,1489,6.0
4597,4597,,0,1490,5.0
4598,4598,,0,1491,7.0
4599,4599,,5,229,5.0
4600,4600,,0,1492,7.0
4601,4601,,0,1493,5.0
4602,4602,,1,574,8.0
4603,4603,,0,1494,8.0
4604,4604,,1,493,8.0
4605,4605,,0,1495,7.0
4606,4606,,0,1496,8.0
4607,4607,,4,411,6.0
4608,4608,,0,1497,6.0
4609,4609,,1,1498,6.0
4610,4610,,1,132,6.0
4611,4611,,0,1499,0.0
4612,4612,,2,1500,6.0
4613,4613,,2,1500,6.0
4614,4614,,0,1501,5.0
4615,4615,,1,1502,8.0
4616,4616,,0,1503,7.0
4617,4617,,1,1504,6.0
4618,4618,,0,1505,7.0
4619,4619,,1,1506,3.0
4620,4620,,0,1507,5.0
4621,4621,,0,1508,3.0
4622,4622,,0,1509,7.0
4623,4623,,0,1510,6.0
4624,4624,,0,1511,7.0
4625,4625,,0,1512,0.0
4626,4626,,0,1513,0.0
4627,4627,,0,1514,6.0
4628,4628,,1,419,5.0
4629,4629,,0,1515,6.0
4630,4630,,0,1516,6.0
4631,4631,,3,160,7.0
4632,4632,,3,509,6.0
4633,4633,,3,509,0.0
4634,4634,,4,351,7.0
4635,4635,,0,1517,6.0
4636,4636,,3,220,6.0
4637,4637,,0,1518,5.0
4638,4638,,0,1519,0.0
4639,4639,,3,325,7.0
4640,4640,,0,1520,6.0
4641,4641,,0,1521,8.0
4642,4642,,1,1522,5.0
4643,4643,,1,136,6.0
4644,4644,,1,136,3.0
4645,4645,,0,1523,6.0
4646,4646,,0,1524,7.0
4647,4647,,4,911,4.0
4648,4648,,0,1525,6.0
4649,4649,,2,325,7.0
4650,4650,,0,1526,7.0
4651,4651,,0,1527,5.0
4652,4652,,0,1528,6.0
4653,4653,,0,1529,0.0
4654,4654,,0,1530,6.0
4655,4655,,0,1531,6.0
4656,4656,,0,1532,5.0
4657,4657,,0,1533,0.0
4658,4658,,0,1534,4.0
4659,4659,,1,1535,6.0
4660,4660,,0,1536,0.0
4661,4661,,2,898,7.0
4662,4662,,2,898,10.0
4663,4663,,0,1537,8.0
4664,4664,,3,934,7.0
4665,4665,,0,1538,0.0
4666,4666,,0,1539,7.0
4667,4667,,0,1540,5.0
4668,4668,,0,1541,4.0
4669,4669,,0,1542,7.0
4670,4670,,7,439,7.0
4671,4671,,4,180,7.0
4672,4672,,6,311,8.0
4673,4673,,0,1543,5.0
4674,4674,,0,1544,0.0
4675,4675,,0,1545,7.0
4676,4676,,1,313,7.0
4677,4677,,1,553,6.0
4678,4678,,0,1546,8.0
4679,4679,,0,1547,8.0
4680,4680,,0,1548,5.0
4681,4681,,1,318,6.0
4682,4682,,1,553,5.0
4683,4683,,3,1631,6.0
4684,4684,,0,1549,0.0
4685,4685,,0,1550,8.0
4686,4686,,0,1551,8.0
4687,4687,,0,1552,6.0
4688,4688,,1,1553,8.0
4689,4689,,0,1554,7.0
4690,4690,,0,1555,5.0
4691,4691,,0,1556,6.0
4692,4692,,0,1557,0.0
4693,4693,,0,1558,7.0
4694,4694,,0,1559,0.0
4695,4695,,0,1560,8.0
4696,4696,,0,1561,7.0
4697,4697,,10,650,6.0
4698,4698,,0,1562,0.0
4699,4699,,0,1563,0.0
4700,4700,,1,1564,7.0
4701,4701,,0,1565,5.0
4702,4702,,0,1566,5.0
4703,4703,,4,293,6.0
4704,4704,,0,1567,7.0
4705,4705,,0,1568,5.0
4706,4706,,0,1569,6.0
4707,4707,,0,1570,6.0
4708,4708,,0,1571,0.0
4709,4709,,0,1572,8.0
4710,4710,,0,1573,0.0
4711,4711,,0,1574,7.0
4712,4712,,0,1575,7.0
4713,4713,,3,1576,7.0
4714,4714,,0,1577,0.0
4715,4715,,0,1578,6.0
4716,4716,,0,1579,0.0
4717,4717,,0,1580,7.0
4718,4718,,0,1581,6.0
4719,4719,,0,1582,7.0
4720,4720,,13,361,7.0
4721,4721,,0,1583,0.0
4722,4722,,3,1629,7.0
4723,4723,,0,1584,5.0
4724,4724,,3,469,8.0
4725,4725,,0,1585,6.0
4726,4726,,4,534,7.0
4727,4727,,0,1586,5.0
4728,4728,,0,1587,7.0
4729,4729,,0,1588,0.0
4730,4730,,0,1589,6.0
4731,4731,,0,1590,7.0
4732,4732,,3,361,5.0
4733,4733,,0,1591,7.0
4734,4734,,0,1592,5.0
4735,4735,,0,1593,7.0
4736,4736,,0,1594,6.0
4737,4737,,0,1595,6.0
4738,4738,,7,179,7.0
4739,4739,,0,1596,6.0
4740,4740,,0,1597,4.0
4741,4741,,0,1598,3.0
4742,4742,,2,311,7.0
4743,4743,,0,1599,5.0
4744,4744,,1,1600,5.0
4745,4745,,0,1601,4.0
4746,4746,,0,1602,6.0
4747,4747,,0,1603,7.0
4748,4748,,0,1604,6.0
4749,4749,,2,1643,6.0
4750,4750,,0,1605,6.0
4751,4751,,0,1606,6.0
4752,4752,,0,1607,6.0
4753,4753,,0,1608,5.0
4754,4754,,0,1609,5.0
4755,4755,,0,1610,8.0
4756,4756,,0,1611,7.0
4757,4757,,0,1612,5.0
4758,4758,,0,1613,6.0
4759,4759,,0,1614,6.0
4760,4760,,0,1615,7.0
4761,4761,,0,1616,7.0
4762,4762,,6,325,6.0
4763,4763,,0,1617,7.0
4764,4764,,0,1618,2.0
4765,4765,,1,1628,3.0
4766,4766,,14,379,8.0
4767,4767,,0,1619,4.0
4768,4768,,0,1620,6.0
4769,4769,,0,1621,0.0
4770,4770,,1,1625,6.0
4771,4771,,0,1622,0.0
4772,4772,,0,1623,6.0
4773,4773,,3,160,7.0
4774,4774,,0,1624,6.0
4775,4775,,1,1625,6.0
4776,4776,,2,509,7.0
4777,4777,,0,1626,6.0
4778,4778,,4,79,6.0
4779,4779,,5,1039,6.0
4780,4780,,0,1627,0.0
4781,4781,,1,1628,6.0
4782,4782,,3,1629,7.0
4783,4783,,0,1630,5.0
4784,4784,,3,1631,6.0
4785,4785,,0,1632,0.0
4786,4786,,0,1633,6.0
4787,4787,,0,1634,4.0
4788,4788,,2,495,6.0
4789,4789,,1,325,7.0
4790,4790,,0,1635,7.0
4791,4791,,0,1636,2.0
4792,4792,,0,1637,7.0
4793,4793,,0,1638,6.0
4794,4794,,0,1639,0.0
4795,4795,,0,1640,6.0
4796,4796,,0,1641,7.0
4797,4797,,0,1642,8.0
4798,4798,,5,325,7.0
4799,4799,,2,1643,6.0
4800,4800,,0,1644,7.0
4801,4801,,0,1645,6.0
4802,4802,,2,1418,6.0
