,0
2141,7.0
2142,6.0
2143,5.0
2144,6.0
2145,6.0
2146,5.0
2147,6.0
2148,7.0
2149,5.0
2150,6.0
2151,7.0
2152,8.0
2153,6.0
2154,6.0
2155,7.0
2156,6.0
2157,6.0
2158,6.0
2159,6.0
2160,5.0
2161,7.0
2162,5.0
2163,5.0
2164,6.0
2165,5.0
2166,7.0
2167,7.0
2168,6.0
2169,6.0
2170,8.0
2171,5.0
2172,7.0
2173,6.0
2174,5.0
2175,7.0
2176,7.0
2177,7.0
2178,8.0
2179,6.0
2180,5.0
2181,7.0
2182,6.0
2183,6.0
2184,7.0
2185,4.0
2186,7.0
2187,7.0
2188,6.0
2189,5.0
2190,5.0
2191,7.0
2192,7.0
2193,6.0
2194,3.0
2195,6.0
2196,7.0
2197,6.0
2198,6.0
2199,5.0
2200,6.0
2201,7.0
2202,6.0
2203,6.0
2204,6.0
2205,6.0
2206,6.0
2207,6.0
2208,7.0
2209,5.0
2210,6.0
2211,6.0
2212,6.0
2213,7.0
2214,5.0
2215,6.0
2216,6.0
2217,7.0
2218,7.0
2219,7.0
2220,2.0
2221,5.0
2222,5.0
2223,6.0
2224,7.0
2225,7.0
2226,3.0
2227,6.0
2228,4.0
2229,5.0
2230,6.0
2231,5.0
2232,7.0
2233,7.0
2234,6.0
2235,7.0
2236,7.0
2237,3.0
2238,5.0
2239,6.0
2240,7.0
2241,6.0
2242,6.0
2243,7.0
2244,5.0
2245,7.0
2246,7.0
2247,8.0
2248,6.0
2249,5.0
2250,7.0
2251,7.0
2252,3.0
2253,7.0
2254,7.0
2255,6.0
2256,2.0
2257,5.0
2258,6.0
2259,6.0
2260,6.0
2261,6.0
2262,6.0
2263,6.0
2264,5.0
2265,6.0
2266,6.0
2267,5.0
2268,7.0
2269,6.0
2270,5.0
2271,5.0
2272,1.0
2273,6.0
2274,5.0
2275,6.0
2276,7.0
2277,7.0
2278,8.0
2279,5.0
2280,7.0
2281,6.0
2282,7.0
2283,5.0
2284,8.0
2285,8.0
2286,6.0
2287,6.0
2288,4.0
2289,6.0
2290,5.0
2291,7.0
2292,5.0
2293,6.0
2294,8.0
2295,6.0
2296,7.0
2297,7.0
2298,6.0
2299,6.0
2300,6.0
2301,6.0
2302,6.0
2303,6.0
2304,6.0
2305,7.0
2306,6.0
2307,7.0
2308,6.0
2309,6.0
2310,7.0
2311,6.0
2312,6.0
2313,7.0
2314,7.0
2315,7.0
2316,6.0
2317,6.0
2318,6.0
2319,6.0
2320,4.0
2321,6.0
2322,6.0
2323,7.0
2324,7.0
2325,6.0
2326,6.0
2327,7.0
2328,8.0
2329,5.0
2330,7.0
2331,6.0
2332,7.0
2333,6.0
2334,7.0
2335,7.0
2336,7.0
2337,6.0
2338,5.0
2339,6.0
2340,7.0
2341,7.0
2342,6.0
2343,6.0
2344,8.0
2345,6.0
2346,7.0
2347,6.0
2348,7.0
2349,6.0
2350,7.0
2351,5.0
2352,5.0
2353,7.0
2354,7.0
2355,5.0
2356,6.0
2357,4.0
2358,6.0
2359,7.0
2360,5.0
2361,7.0
2362,6.0
2363,6.0
2364,6.0
2365,6.0
2366,7.0
2367,7.0
2368,7.0
2369,7.0
2370,7.0
2371,7.0
2372,4.0
2373,7.0
2374,7.0
2375,6.0
2376,6.0
2377,7.0
2378,7.0
2379,5.0
2380,6.0
2381,7.0
2382,7.0
2383,4.0
2384,7.0
2385,6.0
2386,9.0
2387,7.0
2388,5.0
2389,7.0
2390,5.0
2391,6.0
2392,7.0
2393,6.0
2394,6.0
2395,7.0
2396,6.0
2397,8.0
2398,6.0
2399,6.0
2400,5.0
2401,5.0
2402,7.0
2403,8.0
2404,7.0
2405,6.0
2406,6.0
2407,7.0
2408,6.0
2409,7.0
2410,5.0
2411,7.0
2412,6.0
2413,6.0
2414,5.0
2415,6.0
2416,6.0
2417,6.0
2418,5.0
2419,7.0
2420,6.0
2421,6.0
2422,7.0
2423,5.0
2424,7.0
2425,5.0
2426,3.0
2427,6.0
2428,6.0
2429,6.0
2430,6.0
2431,6.0
2432,5.0
2433,4.0
2434,3.0
2435,7.0
2436,6.0
2437,3.0
2438,7.0
2439,6.0
2440,7.0
2441,6.0
2442,5.0
2443,7.0
2444,5.0
2445,5.0
2446,7.0
2447,6.0
2448,7.0
2449,7.0
2450,7.0
2451,6.0
2452,7.0
2453,8.0
2454,7.0
2455,7.0
2456,7.0
2457,6.0
2458,6.0
2459,7.0
2460,5.0
2461,8.0
2462,6.0
2463,6.0
2464,4.0
2465,8.0
2466,5.0
2467,7.0
2468,5.0
2469,6.0
2470,5.0
2471,7.0
2472,5.0
2473,7.0
2474,6.0
2475,5.0
2476,7.0
2477,5.0
2478,5.0
2479,7.0
2480,7.0
2481,6.0
2482,5.0
2483,8.0
2484,7.0
2485,5.0
2486,5.0
2487,6.0
2488,6.0
2489,7.0
2490,7.0
2491,7.0
2492,4.0
2493,6.0
2494,7.0
2495,7.0
2496,5.0
2497,7.0
2498,6.0
2499,7.0
2500,5.0
2501,8.0
2502,7.0
2503,6.0
2504,4.0
2505,6.0
2506,5.0
2507,6.0
2508,6.0
2509,6.0
2510,7.0
2511,7.0
2512,6.0
2513,7.0
2514,7.0
2515,7.0
2516,8.0
2517,8.0
2518,6.0
2519,6.0
2520,8.0
2521,7.0
2522,8.0
2523,6.0
2524,7.0
2525,6.0
2526,6.0
2527,7.0
2528,6.0
2529,7.0
2530,7.0
2531,6.0
2532,7.0
2533,6.0
2534,5.0
2535,6.0
2536,8.0
2537,7.0
2538,6.0
2539,6.0
2540,6.0
2541,6.0
2542,7.0
2543,7.0
2544,6.0
2545,7.0
2546,6.0
2547,8.0
2548,5.0
2549,7.0
2550,8.0
2551,5.0
2552,7.0
2553,6.0
2554,6.0
2555,5.0
2556,8.0
2557,7.0
2558,7.0
2559,5.0
2560,6.0
2561,7.0
2562,6.0
2563,6.0
2564,7.0
2565,7.0
2566,5.0
2567,4.0
2568,6.0
2569,7.0
2570,6.0
2571,8.0
2572,8.0
2573,6.0
2574,6.0
2575,5.0
2576,4.0
2577,6.0
2578,5.0
2579,6.0
2580,6.0
2581,6.0
2582,7.0
2583,6.0
2584,5.0
2585,7.0
2586,6.0
2587,6.0
2588,7.0
2589,5.0
2590,6.0
2591,7.0
2592,4.0
2593,5.0
2594,7.0
2595,7.0
2596,6.0
2597,6.0
2598,5.0
2599,6.0
2600,6.0
2601,3.0
2602,5.0
2603,5.0
2604,5.0
2605,8.0
2606,6.0
2607,8.0
2608,7.0
2609,7.0
2610,7.0
2611,5.0
2612,5.0
2613,7.0
2614,5.0
2615,6.0
2616,7.0
2617,6.0
2618,6.0
2619,5.0
2620,6.0
2621,7.0
2622,5.0
2623,7.0
2624,6.0
2625,7.0
2626,6.0
2627,8.0
2628,5.0
2629,6.0
2630,7.0
2631,7.0
2632,7.0
2633,5.0
2634,7.0
2635,6.0
2636,6.0
2637,7.0
2638,8.0
2639,7.0
2640,7.0
2641,7.0
2642,7.0
2643,7.0
2644,6.0
2645,6.0
2646,5.0
2647,6.0
2648,5.0
2649,5.0
2650,6.0
2651,6.0
2652,6.0
2653,6.0
2654,6.0
2655,5.0
2656,7.0
2657,7.0
2658,5.0
2659,7.0
2660,6.0
2661,7.0
2662,7.0
2663,6.0
2664,8.0
2665,7.0
2666,8.0
2667,7.0
2668,7.0
2669,6.0
2670,5.0
2671,7.0
2672,7.0
2673,5.0
2674,6.0
2675,7.0
2676,6.0
2677,6.0
2678,7.0
2679,5.0
2680,6.0
2681,6.0
2682,7.0
2683,6.0
2684,5.0
2685,5.0
2686,5.0
2687,4.0
2688,6.0
2689,6.0
2690,6.0
2691,6.0
2692,6.0
2693,6.0
2694,7.0
2695,5.0
2696,5.0
2697,6.0
2698,5.0
2699,6.0
2700,7.0
2701,7.0
2702,6.0
2703,6.0
2704,6.0
2705,4.0
2706,5.0
2707,6.0
2708,6.0
2709,6.0
2710,6.0
2711,7.0
2712,7.0
2713,6.0
2714,6.0
2715,4.0
2716,7.0
2717,8.0
2718,7.0
2719,7.0
2720,5.0
2721,7.0
2722,7.0
2723,6.0
2724,8.0
2725,7.0
2726,6.0
2727,7.0
2728,5.0
2729,5.0
2730,7.0
2731,8.0
2732,6.0
2733,6.0
2734,7.0
2735,5.0
2736,7.0
2737,7.0
2738,6.0
2739,7.0
2740,6.0
2741,6.0
2742,6.0
2743,7.0
2744,5.0
2745,7.0
2746,3.0
2747,6.0
2748,6.0
2749,6.0
2750,6.0
2751,7.0
2752,8.0
2753,7.0
2754,7.0
2755,6.0
2756,7.0
2757,7.0
2758,6.0
2759,6.0
2760,8.0
2761,7.0
2762,6.0
2763,6.0
2764,7.0
2765,6.0
2766,5.0
2767,6.0
2768,6.0
2769,7.0
2770,6.0
2771,5.0
2772,7.0
2773,6.0
2774,5.0
2775,7.0
2776,8.0
2777,5.0
2778,6.0
2779,6.0
2780,5.0
2781,6.0
2782,6.0
2783,7.0
2784,6.0
2785,5.0
2786,6.0
2787,7.0
2788,7.0
2789,7.0
2790,8.0
2791,6.0
2792,8.0
2793,6.0
2794,6.0
2795,5.0
2796,8.0
2797,7.0
2798,8.0
2799,8.0
2800,6.0
2801,7.0
2802,6.0
2803,6.0
2804,6.0
2805,7.0
2806,7.0
2807,6.0
2808,8.0
2809,8.0
2810,6.0
2811,8.0
2812,6.0
2813,7.0
2814,6.0
2815,7.0
2816,6.0
2817,7.0
2818,7.0
2819,6.0
2820,7.0
2821,7.0
2822,7.0
2823,6.0
2824,7.0
2825,6.0
2826,7.0
2827,5.0
2828,7.0
2829,7.0
2830,7.0
2831,6.0
2832,6.0
2833,5.0
2834,6.0
2835,7.0
2836,7.0
2837,7.0
2838,8.0
2839,7.0
2840,6.0
2841,5.0
2842,7.0
2843,7.0
2844,6.0
2845,7.0
2846,6.0
2847,6.0
2848,4.0
2849,7.0
2850,7.0
2851,5.0
2852,6.0
2853,7.0
2854,5.0
2855,5.0
2856,6.0
2857,6.0
2858,6.0
2859,6.0
2860,8.0
2861,5.0
2862,8.0
2863,7.0
2864,6.0
2865,6.0
2866,7.0
2867,5.0
2868,6.0
2869,6.0
2870,6.0
2871,6.0
2872,3.0
2873,6.0
2874,5.0
2875,7.0
2876,6.0
2877,7.0
2878,7.0
2879,7.0
2880,7.0
2881,7.0
2882,6.0
2883,7.0
2884,7.0
2885,6.0
2886,7.0
2887,7.0
2888,7.0
2889,6.0
2890,6.0
2891,6.0
2892,5.0
2893,7.0
2894,7.0
2895,5.0
2896,5.0
2897,7.0
2898,8.0
2899,3.0
2900,6.0
2901,6.0
2902,7.0
2903,4.0
2904,6.0
2905,8.0
2906,4.0
2907,6.0
2908,8.0
2909,6.0
2910,6.0
2911,7.0
2912,8.0
2913,6.0
2914,7.0
2915,7.0
2916,6.0
2917,7.0
2918,6.0
2919,7.0
2920,7.0
2921,4.0
2922,7.0
2923,6.0
2924,7.0
2925,8.0
2926,7.0
2927,7.0
2928,6.0
2929,7.0
2930,7.0
2931,4.0
2932,6.0
2933,6.0
2934,6.0
2935,7.0
2936,8.0
2937,6.0
2938,6.0
2939,6.0
2940,5.0
2941,7.0
2942,7.0
2943,7.0
2944,7.0
2945,5.0
2946,8.0
2947,8.0
2948,7.0
2949,5.0
2950,7.0
2951,7.0
2952,6.0
2953,5.0
2954,6.0
2955,6.0
2956,6.0
2957,6.0
2958,6.0
2959,7.0
2960,6.0
2961,6.0
2962,6.0
2963,6.0
2964,5.0
2965,6.0
2966,8.0
2967,7.0
2968,6.0
2969,7.0
2970,9.0
2971,5.0
2972,5.0
2973,6.0
2974,7.0
2975,8.0
2976,5.0
2977,6.0
2978,7.0
2979,6.0
2980,6.0
2981,6.0
2982,6.0
2983,6.0
2984,6.0
2985,7.0
2986,7.0
2987,6.0
2988,6.0
2989,7.0
2990,6.0
2991,7.0
2992,7.0
2993,7.0
2994,7.0
2995,6.0
2996,6.0
2997,6.0
2998,6.0
2999,6.0
3000,6.0
3001,6.0
3002,5.0
3003,6.0
3004,7.0
3005,6.0
3006,6.0
3007,6.0
3008,6.0
3009,5.0
3010,5.0
3011,6.0
3012,7.0
3013,6.0
3014,7.0
3015,5.0
3016,6.0
3017,5.0
3018,6.0
3019,6.0
3020,5.0
3021,5.0
3022,6.0
3023,8.0
3024,5.0
3025,6.0
3026,6.0
3027,6.0
3028,6.0
3029,6.0
3030,7.0
3031,6.0
3032,7.0
3033,6.0
3034,7.0
3035,6.0
3036,8.0
3037,5.0
3038,6.0
3039,7.0
3040,6.0
3041,8.0
3042,7.0
3043,6.0
3044,6.0
3045,7.0
3046,6.0
3047,7.0
3048,6.0
3049,5.0
3050,6.0
3051,5.0
3052,7.0
3053,4.0
3054,5.0
3055,6.0
3056,6.0
3057,8.0
3058,6.0
3059,6.0
3060,7.0
3061,8.0
3062,6.0
3063,6.0
3064,6.0
3065,4.0
3066,7.0
3067,4.0
3068,7.0
3069,7.0
3070,6.0
3071,7.0
3072,5.0
3073,6.0
3074,7.0
3075,7.0
3076,6.0
3077,7.0
3078,7.0
3079,4.0
3080,6.0
3081,5.0
3082,6.0
3083,6.0
3084,7.0
3085,6.0
3086,5.0
3087,7.0
3088,6.0
3089,6.0
3090,6.0
3091,7.0
3092,6.0
3093,7.0
3094,5.0
3095,6.0
3096,6.0
3097,5.0
3098,6.0
3099,7.0
3100,6.0
3101,6.0
3102,7.0
3103,5.0
3104,6.0
3105,6.0
3106,6.0
3107,7.0
3108,6.0
3109,6.0
3110,6.0
3111,4.0
3112,6.0
3113,6.0
3114,6.0
3115,3.0
3116,5.0
3117,5.0
3118,5.0
3119,6.0
3120,5.0
3121,7.0
3122,4.0
3123,6.0
3124,5.0
3125,6.0
3126,6.0
3127,4.0
3128,6.0
3129,7.0
3130,6.0
3131,7.0
3132,4.0
3133,4.0
3134,6.0
3135,5.0
3136,7.0
3137,5.0
3138,7.0
3139,6.0
3140,6.0
3141,6.0
3142,4.0
3143,7.0
3144,6.0
3145,8.0
3146,5.0
3147,5.0
3148,7.0
3149,7.0
3150,6.0
3151,6.0
3152,7.0
3153,5.0
3154,6.0
3155,7.0
3156,7.0
3157,7.0
3158,8.0
3159,7.0
3160,6.0
3161,7.0
3162,7.0
3163,6.0
3164,7.0
3165,7.0
3166,7.0
3167,6.0
3168,7.0
3169,7.0
3170,5.0
3171,7.0
3172,7.0
3173,7.0
3174,7.0
3175,5.0
3176,6.0
3177,7.0
3178,7.0
3179,6.0
3180,6.0
3181,7.0
3182,6.0
3183,7.0
3184,6.0
3185,6.0
3186,6.0
3187,6.0
3188,7.0
3189,7.0
3190,7.0
3191,5.0
3192,6.0
3193,6.0
3194,7.0
3195,5.0
3196,6.0
3197,7.0
3198,5.0
3199,7.0
3200,6.0
3201,6.0
3202,6.0
3203,5.0
3204,6.0
3205,7.0
3206,8.0
3207,6.0
3208,8.0
3209,6.0
3210,7.0
3211,7.0
3212,7.0
3213,6.0
3214,6.0
3215,6.0
3216,7.0
3217,7.0
3218,7.0
3219,3.0
3220,6.0
3221,7.0
3222,7.0
3223,8.0
3224,7.0
3225,7.0
3226,7.0
3227,7.0
3228,7.0
3229,7.0
3230,7.0
3231,4.0
3232,8.0
3233,7.0
3234,8.0
3235,5.0
3236,7.0
3237,6.0
3238,8.0
3239,8.0
3240,7.0
3241,5.0
3242,7.0
3243,7.0
3244,6.0
3245,7.0
3246,5.0
3247,6.0
3248,6.0
3249,8.0
3250,7.0
3251,7.0
3252,6.0
3253,6.0
3254,7.0
3255,6.0
3256,5.0
3257,7.0
3258,6.0
3259,7.0
3260,6.0
3261,6.0
3262,7.0
3263,7.0
3264,4.0
3265,7.0
3266,6.0
3267,5.0
3268,5.0
3269,6.0
3270,7.0
3271,7.0
3272,7.0
3273,7.0
3274,6.0
3275,6.0
3276,7.0
3277,7.0
3278,7.0
3279,7.0
3280,4.0
3281,7.0
3282,7.0
3283,6.0
3284,6.0
3285,5.0
3286,6.0
3287,7.0
3288,7.0
3289,5.0
3290,6.0
3291,6.0
3292,7.0
3293,6.0
3294,6.0
3295,5.0
3296,8.0
3297,6.0
3298,6.0
3299,5.0
3300,4.0
3301,7.0
3302,7.0
3303,6.0
3304,5.0
3305,6.0
3306,4.0
3307,7.0
3308,7.0
3309,7.0
3310,7.0
3311,7.0
3312,6.0
3313,7.0
3314,6.0
3315,6.0
3316,7.0
3317,5.0
3318,4.0
3319,6.0
3320,6.0
3321,5.0
3322,7.0
3323,6.0
3324,6.0
3325,6.0
3326,6.0
3327,6.0
3328,8.0
3329,6.0
3330,8.0
3331,6.0
3332,7.0
3333,4.0
3334,7.0
3335,6.0
3336,6.0
3337,8.0
3338,6.0
3339,7.0
3340,7.0
3341,6.0
3342,5.0
3343,6.0
3344,7.0
3345,7.0
3346,6.0
3347,7.0
3348,7.0
3349,7.0
3350,7.0
3351,6.0
3352,5.0
3353,7.0
3354,8.0
3355,4.0
3356,6.0
3357,7.0
3358,7.0
3359,6.0
3360,6.0
3361,4.0
3362,7.0
3363,7.0
3364,6.0
3365,7.0
3366,7.0
3367,7.0
3368,6.0
3369,7.0
3370,7.0
3371,4.0
3372,6.0
3373,7.0
3374,7.0
3375,6.0
3376,6.0
3377,6.0
3378,6.0
3379,6.0
3380,7.0
3381,6.0
3382,5.0
3383,5.0
3384,7.0
3385,6.0
3386,7.0
3387,6.0
3388,6.0
3389,3.0
3390,7.0
3391,6.0
3392,6.0
3393,8.0
3394,7.0
3395,6.0
3396,7.0
3397,6.0
3398,6.0
3399,7.0
3400,6.0
3401,5.0
3402,5.0
3403,7.0
3404,7.0
3405,7.0
3406,7.0
3407,6.0
3408,7.0
3409,6.0
3410,6.0
3411,7.0
3412,6.0
3413,6.0
3414,8.0
3415,6.0
3416,5.0
3417,8.0
3418,6.0
3419,5.0
3420,7.0
3421,7.0
3422,6.0
3423,7.0
3424,6.0
3425,7.0
3426,5.0
3427,7.0
3428,4.0
3429,7.0
3430,7.0
3431,7.0
3432,8.0
3433,7.0
3434,7.0
3435,7.0
3436,7.0
3437,6.0
3438,8.0
3439,7.0
3440,7.0
3441,7.0
3442,7.0
3443,7.0
3444,7.0
3445,8.0
3446,7.0
3447,7.0
3448,7.0
3449,7.0
3450,7.0
3451,7.0
3452,7.0
3453,7.0
3454,8.0
3455,6.0
3456,6.0
3457,7.0
3458,6.0
3459,7.0
3460,7.0
3461,6.0
3462,4.0
3463,6.0
3464,7.0
3465,6.0
3466,7.0
3467,5.0
3468,7.0
3469,5.0
3470,7.0
3471,8.0
3472,7.0
3473,6.0
3474,6.0
3475,6.0
3476,7.0
3477,7.0
3478,5.0
3479,7.0
3480,7.0
3481,5.0
3482,6.0
3483,6.0
3484,7.0
3485,7.0
3486,6.0
3487,7.0
3488,6.0
3489,6.0
3490,8.0
3491,6.0
3492,7.0
3493,7.0
3494,5.0
3495,5.0
3496,6.0
3497,6.0
3498,5.0
3499,6.0
3500,7.0
3501,6.0
3502,5.0
3503,8.0
3504,7.0
3505,5.0
3506,5.0
3507,6.0
3508,6.0
3509,5.0
3510,8.0
3511,7.0
3512,7.0
3513,6.0
3514,7.0
3515,5.0
3516,7.0
3517,6.0
3518,7.0
3519,10.0
3520,6.0
3521,6.0
3522,4.0
3523,5.0
3524,6.0
3525,4.0
3526,8.0
3527,7.0
3528,6.0
3529,7.0
3530,6.0
3531,7.0
3532,7.0
3533,6.0
3534,3.0
3535,8.0
3536,6.0
3537,6.0
3538,8.0
3539,5.0
3540,7.0
3541,7.0
3542,5.0
3543,7.0
3544,6.0
3545,6.0
3546,5.0
3547,7.0
3548,7.0
3549,6.0
3550,7.0
3551,6.0
3552,7.0
3553,5.0
3554,7.0
3555,6.0
3556,7.0
3557,6.0
3558,6.0
3559,6.0
3560,5.0
3561,7.0
3562,8.0
3563,5.0
3564,6.0
3565,7.0
3566,5.0
3567,7.0
3568,7.0
3569,5.0
3570,8.0
3571,8.0
3572,5.0
3573,8.0
3574,6.0
3575,7.0
3576,7.0
3577,7.0
3578,5.0
3579,7.0
3580,5.0
3581,6.0
3582,7.0
3583,6.0
3584,7.0
3585,6.0
3586,6.0
3587,5.0
3588,6.0
3589,8.0
3590,6.0
3591,6.0
3592,5.0
3593,6.0
3594,5.0
3595,5.0
3596,7.0
3597,8.0
3598,4.0
3599,7.0
3600,6.0
3601,6.0
3602,7.0
3603,6.0
3604,5.0
3605,7.0
3606,7.0
3607,6.0
3608,5.0
3609,4.0
3610,6.0
3611,6.0
3612,5.0
3613,6.0
3614,6.0
3615,7.0
3616,7.0
3617,5.0
3618,6.0
3619,7.0
3620,7.0
3621,7.0
3622,8.0
3623,6.0
3624,8.0
3625,5.0
3626,6.0
3627,7.0
3628,7.0
3629,7.0
3630,5.0
3631,7.0
3632,5.0
3633,6.0
3634,6.0
3635,7.0
3636,6.0
3637,7.0
3638,7.0
3639,6.0
3640,7.0
3641,6.0
3642,4.0
3643,7.0
3644,6.0
3645,6.0
3646,7.0
3647,7.0
3648,7.0
3649,6.0
3650,7.0
3651,6.0
3652,5.0
3653,6.0
3654,6.0
3655,4.0
3656,4.0
3657,7.0
3658,6.0
3659,6.0
3660,3.0
3661,7.0
3662,7.0
3663,3.0
3664,6.0
3665,5.0
3666,5.0
3667,4.0
3668,6.0
3669,0.0
3670,0.0
3671,5.0
3672,4.0
3673,7.0
3674,7.0
3675,7.0
3676,6.0
3677,6.0
3678,6.0
3679,7.0
3680,6.0
3681,6.0
3682,6.0
3683,6.0
3684,7.0
3685,6.0
3686,5.0
3687,5.0
3688,7.0
3689,1.0
3690,7.0
3691,6.0
3692,6.0
3693,6.0
3694,7.0
3695,6.0
3696,7.0
3697,7.0
3698,7.0
3699,7.0
3700,7.0
3701,8.0
3702,6.0
3703,7.0
3704,7.0
3705,6.0
3706,8.0
3707,6.0
3708,8.0
3709,7.0
3710,6.0
3711,7.0
3712,6.0
3713,6.0
3714,7.0
3715,7.0
3716,8.0
3717,5.0
3718,5.0
3719,8.0
3720,7.0
3721,7.0
3722,7.0
3723,8.0
3724,6.0
3725,6.0
3726,7.0
3727,7.0
3728,7.0
3729,7.0
3730,6.0
3731,6.0
3732,7.0
3733,6.0
3734,7.0
3735,6.0
3736,5.0
3737,8.0
3738,7.0
3739,8.0
3740,7.0
3741,7.0
3742,5.0
3743,7.0
3744,5.0
3745,7.0
3746,4.0
3747,6.0
3748,7.0
3749,7.0
3750,8.0
3751,6.0
3752,4.0
3753,8.0
3754,6.0
3755,5.0
3756,6.0
3757,7.0
3758,7.0
3759,6.0
3760,5.0
3761,7.0
3762,5.0
3763,6.0
3764,6.0
3765,6.0
3766,7.0
3767,7.0
3768,3.0
3769,7.0
3770,7.0
3771,5.0
3772,6.0
3773,6.0
3774,6.0
3775,7.0
3776,8.0
3777,5.0
3778,7.0
3779,6.0
3780,7.0
3781,5.0
3782,7.0
3783,7.0
3784,7.0
3785,7.0
3786,6.0
3787,6.0
3788,8.0
3789,7.0
3790,6.0
3791,5.0
3792,6.0
3793,4.0
3794,7.0
3795,6.0
3796,7.0
3797,6.0
3798,6.0
3799,6.0
3800,6.0
3801,7.0
3802,7.0
3803,5.0
3804,6.0
3805,6.0
3806,5.0
3807,7.0
3808,4.0
3809,5.0
3810,4.0
3811,8.0
3812,8.0
3813,8.0
3814,7.0
3815,6.0
3816,7.0
3817,7.0
3818,7.0
3819,7.0
3820,7.0
3821,6.0
3822,7.0
3823,7.0
3824,7.0
3825,7.0
3826,5.0
3827,7.0
3828,7.0
3829,6.0
3830,7.0
3831,7.0
3832,7.0
3833,6.0
3834,7.0
3835,6.0
3836,5.0
3837,6.0
3838,7.0
3839,8.0
3840,5.0
3841,8.0
3842,5.0
3843,4.0
3844,5.0
3845,7.0
3846,6.0
3847,7.0
3848,6.0
3849,3.0
3850,5.0
3851,2.0
3852,0.0
3853,5.0
3854,8.0
3855,0.0
3856,3.0
3857,5.0
3858,5.0
3859,4.0
3860,7.0
3861,7.0
3862,7.0
3863,6.0
3864,6.0
3865,8.0
3866,8.0
3867,7.0
3868,7.0
3869,6.0
3870,8.0
3871,7.0
3872,7.0
3873,6.0
3874,4.0
3875,8.0
3876,7.0
3877,8.0
3878,7.0
3879,7.0
3880,7.0
3881,7.0
3882,6.0
3883,7.0
3884,7.0
3885,6.0
3886,8.0
3887,8.0
3888,6.0
3889,6.0
3890,7.0
3891,7.0
3892,7.0
3893,6.0
3894,7.0
3895,6.0
3896,7.0
3897,5.0
3898,8.0
3899,6.0
3900,5.0
3901,6.0
3902,6.0
3903,8.0
3904,5.0
3905,7.0
3906,8.0
3907,4.0
3908,6.0
3909,6.0
3910,7.0
3911,7.0
3912,5.0
3913,7.0
3914,8.0
3915,5.0
3916,7.0
3917,4.0
3918,7.0
3919,4.0
3920,6.0
3921,5.0
3922,6.0
3923,7.0
3924,7.0
3925,3.0
3926,6.0
3927,6.0
3928,7.0
3929,5.0
3930,5.0
3931,8.0
3932,6.0
3933,6.0
3934,7.0
3935,7.0
3936,7.0
3937,7.0
3938,6.0
3939,5.0
3940,8.0
3941,7.0
3942,6.0
3943,5.0
3944,7.0
3945,6.0
3946,7.0
3947,6.0
3948,4.0
3949,5.0
3950,4.0
3951,5.0
3952,7.0
3953,6.0
3954,4.0
3955,6.0
3956,6.0
3957,6.0
3958,5.0
3959,3.0
3960,0.0
3961,5.0
3962,5.0
3963,5.0
3964,3.0
3965,6.0
3966,7.0
3967,0.0
3968,5.0
3969,5.0
3970,3.0
3971,6.0
3972,6.0
3973,6.0
3974,8.0
3975,7.0
3976,5.0
3977,7.0
3978,4.0
3979,7.0
3980,7.0
3981,6.0
3982,4.0
3983,7.0
3984,8.0
3985,5.0
3986,7.0
3987,8.0
3988,5.0
3989,8.0
3990,7.0
3991,7.0
3992,10.0
3993,5.0
3994,6.0
3995,7.0
3996,6.0
3997,7.0
3998,6.0
3999,7.0
4000,7.0
4001,5.0
4002,8.0
4003,7.0
4004,7.0
4005,5.0
4006,8.0
4007,7.0
4008,5.0
4009,5.0
4010,7.0
4011,5.0
4012,6.0
4013,8.0
4014,7.0
4015,7.0
4016,7.0
4017,8.0
4018,7.0
4019,7.0
4020,7.0
4021,5.0
4022,7.0
4023,7.0
4024,7.0
4025,7.0
4026,7.0
4027,7.0
4028,7.0
4029,6.0
4030,6.0
4031,6.0
4032,6.0
4033,7.0
4034,5.0
4035,5.0
4036,5.0
4037,7.0
4038,5.0
4039,6.0
4040,5.0
4041,7.0
4042,3.0
4043,7.0
4044,5.0
4045,10.0
4046,7.0
4047,5.0
4048,6.0
4049,7.0
4050,7.0
4051,0.0
4052,6.0
4053,5.0
4054,6.0
4055,7.0
4056,6.0
4057,6.0
4058,6.0
4059,4.0
4060,5.0
4061,6.0
4062,8.0
4063,7.0
4064,7.0
4065,0.0
4066,7.0
4067,5.0
4068,0.0
4069,5.0
4070,4.0
4071,7.0
4072,5.0
4073,7.0
4074,7.0
4075,7.0
4076,8.0
4077,7.0
4078,7.0
4079,7.0
4080,5.0
4081,8.0
4082,7.0
4083,8.0
4084,7.0
4085,7.0
4086,7.0
4087,7.0
4088,8.0
4089,8.0
4090,7.0
4091,7.0
4092,7.0
4093,8.0
4094,5.0
4095,7.0
4096,8.0
4097,6.0
4098,7.0
4099,6.0
4100,6.0
4101,5.0
4102,6.0
4103,6.0
4104,8.0
4105,5.0
4106,7.0
4107,7.0
4108,8.0
4109,7.0
4110,7.0
4111,7.0
4112,6.0
4113,5.0
4114,6.0
4115,6.0
4116,5.0
4117,6.0
4118,0.0
4119,7.0
4120,6.0
4121,6.0
4122,5.0
4123,7.0
4124,5.0
4125,6.0
4126,6.0
4127,6.0
4128,6.0
4129,6.0
4130,6.0
4131,6.0
4132,7.0
4133,5.0
4134,5.0
4135,7.0
4136,7.0
4137,6.0
4138,6.0
4139,5.0
